genre,duration,zero_crossing_rate,rms,chromagram,spectral_centroid,spectral_rolloff,spectral_bandwidth,tempo,beats_avg,onset_strength_mean,spectral_contrast,spectral_flatness,mfcc_1,mfcc_delta_1,mfcc_delta2_1,mfcc_2,mfcc_delta_2,mfcc_delta2_2,mfcc_3,mfcc_delta_3,mfcc_delta2_3,mfcc_4,mfcc_delta_4,mfcc_delta2_4,mfcc_5,mfcc_delta_5,mfcc_delta2_5,mfcc_6,mfcc_delta_6,mfcc_delta2_6,mfcc_7,mfcc_delta_7,mfcc_delta2_7,mfcc_8,mfcc_delta_8,mfcc_delta2_8,mfcc_9,mfcc_delta_9,mfcc_delta2_9,mfcc_10,mfcc_delta_10,mfcc_delta2_10,mfcc_11,mfcc_delta_11,mfcc_delta2_11,mfcc_12,mfcc_delta_12,mfcc_delta2_12,mfcc_13,mfcc_delta_13,mfcc_delta2_13
blues,30.013333333333332,0.127271093145785,0.24811445,"[[0.37951493 0.2732183  0.17781897 ... 0.04363056 0.06561583 0.04319605]
 [0.50267166 0.44350287 0.3257285  ... 0.1382032  0.1424893  0.11001977]
 [0.70928776 1.         1.         ... 1.         0.8333432  0.55047643]
 ...
 [0.9470972  0.759051   0.33886802 ... 0.028945   0.03124728 0.03444901]
 [1.         0.724236   0.32649675 ... 0.1236615  0.1598013  0.11680113]
 [0.81264913 0.6024625  0.29111147 ... 0.3733213  0.47750372 0.3072851 ]]",2116.897366717261,4195.785430412558,1956.3558936997174,103.359375,657.42,1.310586,22.659571642891073,0.005480192,-27.024073,-0.07712392,-0.0040531876,107.31879,-0.030753689,-0.0022210714,-46.839245,-0.03183009,0.001722937,40.927616,-0.015300223,0.00018134821,-21.476635,-0.0053788763,0.0048609665,24.832186,0.0015144898,0.007285381,-18.939482,-0.0011771811,0.007893696,15.274643,-0.003316326,0.005359772,-15.052192,-0.012665704,0.0045000887,12.273417,0.00059034576,0.004012696,-15.24018,0.010449989,0.00524148,14.332184,-0.0026078634,0.0013046839,-13.839795,-0.0072464054,-0.0027150046
blues,30.013333333333332,0.04829301708720031,0.051363207,"[[0.34298426 0.2684515  0.26251328 ... 0.34525195 0.6502957  0.31853285]
 [0.12291246 0.03097098 0.01926513 ... 0.11308543 0.25574538 0.1539144 ]
 [0.20578028 0.09345242 0.03388168 ... 0.04101728 0.07979519 0.07482651]
 ...
 [0.08384829 0.05978138 0.02919771 ... 0.08047828 0.14614676 0.11603136]
 [0.43874142 0.34753764 0.28399324 ... 0.21835983 0.39519888 0.24432513]
 [1.         1.         1.         ... 0.32886776 0.6027814  0.31359783]]",1132.1718112407832,2065.0724831424013,1582.7004629114094,143.5546875,616.179104477612,1.1093255,23.62881367840134,0.0009257588,-314.57837,0.0091629615,0.0030128474,139.91121,-0.01070729,0.0014024463,11.903933,0.039993033,0.0036202166,30.14179,0.025693335,-0.004481561,-7.542425,0.0061124037,-0.0060821082,14.91705,0.00492748,-0.0019780018,-2.7015812,-0.015996462,0.0023482365,6.7278156,0.02054781,-0.00045390334,-6.3662176,0.03375154,-0.0050857333,2.807928,-0.012490881,-0.0005109965,-11.728742,-0.004066404,0.00039635034,2.0779717,0.008285762,-0.0031848762,-11.439269,0.005248964,-0.0035954297
blues,30.013333333333332,0.09834769854505027,0.10609345,"[[0.326378   0.8077156  0.26029918 ... 0.3363514  0.3413395  0.24284294]
 [0.48256314 0.4307147  0.11736047 ... 0.25475755 0.43142444 0.4379357 ]
 [0.41364866 0.20869592 0.06477229 ... 0.14452994 0.14750704 0.18230002]
 ...
 [0.7279237  0.38581455 0.05738359 ... 1.         1.         1.        ]
 [1.         0.61955297 0.1442697  ... 0.20357342 0.20879504 0.30520654]
 [0.50330204 1.         0.4438144  ... 0.15187241 0.15478593 0.1208726 ]]",2159.398277499849,4684.512534440255,2130.182083090917,143.5546875,665.4861111111111,1.6748836,22.628608169185025,0.004829927,-133.04898,0.014895962,-0.04988523,105.73891,0.027735682,0.007622544,-22.158222,-0.009791977,0.016656483,41.830692,0.027487617,0.012964772,-26.992502,0.0040490585,0.011659281,19.11857,0.00089984335,-0.00447855,-26.566029,0.019415587,-0.004525219,19.235983,-0.004835395,-0.009182708,-15.34201,0.0031399606,-0.0052907183,6.989914,-0.008032418,-0.004053069,-10.81438,-0.006998065,0.0009467357,6.798669,0.0044510146,-0.000997657,-11.726956,0.0058243205,0.01003224
blues,30.013333333333332,0.10850946200696056,0.19198641,"[[0.5957713  1.         1.         ... 0.3573139  0.33314347 0.31573686]
 [0.4463487  0.63302153 0.5397353  ... 0.22911069 0.2698435  0.27489245]
 [0.4898164  0.35560387 0.22718403 ... 0.17575608 0.22012654 0.27901077]
 ...
 [0.8615293  0.4545656  0.12952614 ... 0.06231965 0.06829184 0.09901065]
 [1.         0.7683004  0.21304664 ... 0.05811508 0.06792437 0.12023965]
 [0.8815773  0.9854377  0.49736416 ... 0.16067398 0.15503554 0.19032913]]",2224.0145847405415,4700.258585139936,2254.7335542592828,117.45383522727273,647.578947368421,1.7864436,21.07361299571058,0.008913392,-86.49182,-0.19960497,0.020759488,92.72617,0.030227322,-0.018938376,-15.342206,0.046695173,-0.0036181982,54.05328,-0.011412844,0.0014833135,0.8746957,0.013934619,0.001046794,31.574251,-0.0073331287,0.005066104,-14.615236,-0.001616495,0.0076670726,23.328945,0.00026369427,-0.0070064813,-14.971667,0.0028988307,0.00079367316,15.337374,-0.011691337,0.0049172696,-7.053953,0.0042641675,0.0043690526,12.179845,-0.004945105,-0.00035419024,-6.0996003,0.015363347,-7.504142e-05
blues,30.013333333333332,0.06295882576856149,0.14278811,"[[0.3783851  0.41278228 0.36401317 ... 1.         1.         1.        ]
 [0.17917791 0.0780334  0.04770577 ... 0.15308078 0.14296846 0.23262388]
 [0.36562616 0.20788163 0.14608753 ... 0.04240188 0.03474159 0.08489159]
 ...
 [0.26105824 0.07701954 0.02472011 ... 0.11180051 0.07242852 0.1041024 ]
 [1.         0.8118067  0.45612198 ... 0.1305362  0.09372921 0.15434486]
 [0.81374943 1.         1.         ... 0.33634546 0.36100146 0.49912962]]",1410.0234234402562,2765.967419971723,1512.304654662317,161.4990234375,660.7402597402597,1.890094,21.087697406492897,0.0012459212,-173.81047,-0.14233606,0.047312927,137.17355,0.0003261817,0.0026546852,-23.723028,0.07863095,0.006388423,26.979671,0.022821913,0.0059219524,-16.675207,0.007959772,-0.006153621,4.1947265,-0.006480184,0.0029653134,-12.571785,0.016967505,-0.0104765,5.851666,-0.010130824,-0.00025204642,-2.876948,0.008919506,-0.0044173794,-1.178383,0.0054823714,0.0023186817,-1.9682391,0.00882863,-0.0028399338,1.8011786,0.0040625376,0.003471952,-3.0069497,-0.004958903,-0.004157247
blues,30.013333333333332,0.09764303279679042,0.13481365,"[[0.7967719  0.683754   0.5524329  ... 0.2802148  0.38859147 0.55213183]
 [0.943598   0.9468551  0.99825794 ... 1.         0.89228374 0.7787913 ]
 [0.47477517 0.5502981  0.4479376  ... 0.8703917  1.         0.89504176]
 ...
 [1.         0.9178605  0.42718315 ... 0.4329869  0.34394452 0.58078283]
 [0.8798503  0.76448953 0.2491144  ... 0.0883937  0.10003021 0.27410895]
 [0.57201946 0.7821136  0.5378346  ... 0.12529838 0.12660669 0.3104738 ]]",2272.4696393575086,5108.157072487674,2356.7258986742127,172.265625,640.046511627907,1.4289005,21.29558759660927,0.005745666,-110.285034,-0.045376755,-0.029195035,90.71587,0.016751211,0.0022788965,-2.5352979,-0.0112170745,0.004935011,74.0649,0.027289208,-0.0018864239,-11.763082,-0.0004303446,0.00084275083,39.210945,-0.01741678,-0.0046073264,-13.17131,0.0012931038,-0.0036647874,20.544197,0.0016091126,-0.0036696896,-17.162983,-0.007070481,0.015203849,12.81397,-0.027165731,-0.010997287,-21.437147,-0.007836024,0.0014657258,5.9571958,-0.0017203902,0.0007668525,-8.026906,0.015555798,-0.0030401095
blues,30.013333333333332,0.051697390999613305,0.0891659,"[[0.08709573 0.06785494 0.05078204 ... 0.2979967  0.11362751 0.13404922]
 [0.05768622 0.03169475 0.03248558 ... 0.43266752 0.32827225 0.32691094]
 [0.07931823 0.05173245 0.0599403  ... 0.42094913 0.4374706  0.366083  ]
 ...
 [0.4687849  0.27178746 0.22600022 ... 0.5259464  0.5457085  0.6554198 ]
 [0.64781594 0.5812286  0.5730428  ... 1.         1.         1.        ]
 [0.19176061 0.12830192 0.10688949 ... 0.4633116  0.41772836 0.39321536]]",1109.3207630441666,2243.3167778422276,1463.1107858840892,92.28515625,647.1086956521739,1.4721391,21.024439017340487,0.00039971436,-249.31532,-0.054443903,0.03468172,131.00032,-0.008559935,0.0025880714,0.67787147,0.024194034,-0.020845983,66.70416,-0.0011754608,0.013268813,17.911276,0.00999641,0.0038338946,4.623275,0.015365562,-0.010615719,6.6038117,0.010945752,-0.004450916,1.2421136,0.0008287253,-0.0067608976,1.4099427,0.008195123,-0.005429825,-1.5849289,0.002225817,-0.008070252,-0.97253793,0.0025107025,-0.00794753,-3.5726156,0.011314951,0.0010981704,-2.9297996,-0.006729837,0.0022055255
blues,30.013333333333332,0.09876687270398299,0.123896696,"[[0.03718922 0.09333587 0.71932024 ... 1.         1.         1.        ]
 [0.05890245 0.11113276 0.72589666 ... 0.63864785 0.6161406  0.8289812 ]
 [0.32253987 0.55981565 1.         ... 0.27864605 0.20965849 0.3635636 ]
 ...
 [0.15982069 0.16082902 0.296331   ... 0.17549157 0.16989526 0.4710199 ]
 [0.11021112 0.16985016 0.32781807 ... 0.06589387 0.04447957 0.1900821 ]
 [0.04935409 0.10419058 0.40795454 ... 0.29431304 0.29813248 0.44138497]]",2148.129104035021,4672.105545787413,2204.0829869674467,123.046875,648.8,1.2426265,21.60565674632196,0.0057280017,-106.39663,-0.08325943,0.007238729,102.66919,0.015446339,-4.900101e-05,-20.160872,-0.0026917867,-0.011323997,59.366917,0.0053057913,-0.005384574,-9.960422,0.013732041,-0.002798604,33.702362,-0.0014051643,0.00042503062,-14.187068,-0.016878312,0.00750331,23.52456,0.0056000277,-0.003983479,-13.328019,0.0039774096,-0.00088463695,16.00551,-0.013178925,-0.005913542,-18.926493,-0.0065528173,0.006700161,7.824947,-0.018760478,0.005111429,-7.7978344,-0.00453973,0.0040017935
blues,30.013333333333332,0.05087905730375097,0.14094436,"[[0.25636083 0.14317966 0.08118786 ... 0.22507408 0.58560187 0.66776997]
 [0.499311   0.40653023 0.3434554  ... 0.16362904 0.3599997  0.36316913]
 [1.         1.         1.         ... 0.16940635 0.22326283 0.13860925]
 ...
 [0.14094192 0.02784495 0.04560855 ... 0.25032932 1.         0.8960693 ]
 [0.3399533  0.19125046 0.20479356 ... 0.28018045 0.885651   1.        ]
 [0.5404732  0.3620199  0.34975895 ... 0.27031207 0.7520458  0.8985952 ]]",1239.6334480091218,2519.268189892691,1660.269704270326,103.359375,703.1521739130435,1.2392809,22.884597742672693,0.0011167097,-206.24908,-0.084252045,0.02596511,126.61618,0.02488083,-0.016056973,10.596905,0.0153164035,-0.0003566683,43.210163,-0.011099306,-0.0052872677,12.496741,0.0116956225,0.000991256,19.42537,-0.010357069,0.0007166479,0.35838977,0.0063156798,0.0017259474,12.735203,-0.011445691,0.003053124,-4.57919,0.0016559901,0.002124535,4.0611587,0.0043541333,-0.0021375362,-4.404284,0.014544386,-0.002522874,3.669121,-0.0067779743,-0.0035009282,-1.4552442,-0.003626451,0.0004259915
blues,30.013333333333332,0.048048310010634185,0.14828186,"[[1.         1.         0.78205365 ... 0.97761565 0.88855165 0.6218805 ]
 [0.9603811  0.76792175 0.60140467 ... 0.4563633  0.35657492 0.26914626]
 [0.6630975  0.5522696  0.43139502 ... 0.13738915 0.09395821 0.1236968 ]
 ...
 [0.9478072  0.93668056 0.9890459  ... 0.2438249  0.23878641 0.33986223]
 [0.8399003  0.8939875  0.77971894 ... 0.7616937  0.8865553  1.        ]
 [0.7372587  0.9064478  0.75450736 ... 1.         1.         0.8782293 ]]",1739.118783072362,4551.058301460992,2290.362915529216,129.19921875,650.5,1.2795707,21.932531870293687,0.0016977652,-163.24342,0.016604848,-0.026620103,89.783844,-0.026879717,-0.0027301298,12.974771,0.01050934,0.010739148,80.69835,-0.0050767264,-0.0056996266,3.6637888,-0.0023385256,0.0021203028,39.73409,-0.0021130214,-0.0028189307,-5.4092627,-0.021280002,-0.009335363,26.490925,-0.0016758802,-0.0032391718,-13.169029,-0.011562019,0.0016370758,2.7055416,-0.0012862467,0.0035305775,-20.547693,-0.0005993611,0.00066485594,6.011403,0.0059762276,0.0054057925,-2.9064884,0.0077425228,-0.0027561528
blues,30.013333333333332,0.08579060022718484,0.18228516,"[[0.15900776 0.0903153  0.06776746 ... 0.55469686 1.         0.27761066]
 [0.08856859 0.04223077 0.03004646 ... 0.6988513  0.73238736 0.48325673]
 [0.09929257 0.04771383 0.03596803 ... 1.         0.49790597 0.5085941 ]
 ...
 [0.09863276 0.05574885 0.0355609  ... 0.7954585  0.5489422  0.7678094 ]
 [0.10464235 0.04714049 0.03793876 ... 0.97910935 0.7868132  1.        ]
 [0.24554165 0.1895052  0.14633451 ... 0.3585195  0.7713648  0.39607504]]",1945.2525228542231,4174.460398238109,2081.763029936077,135.99917763157896,606.8548387096774,1.3934809,21.129625914283718,0.0043340074,-83.02949,0.021923328,-0.008944378,107.10442,0.053318303,0.010667239,-25.338032,-0.000582386,-0.008776237,57.1057,-0.028088445,-0.0020352402,0.079837054,-0.0039678817,0.00527105,34.69768,0.0031125408,-0.0074072517,-11.060304,-0.016674807,-0.002566486,20.54429,0.02221495,-0.0045653954,-11.203025,0.027694242,0.004310795,14.825527,-0.0076966863,-0.010007042,-10.235622,-0.0016995837,-0.0009078135,12.548191,0.0032964058,0.00665504,-9.764642,0.015195786,0.002503759
